loan_amnt,term,emp_length,home_ownership,annual_inc,purpose,dti,delinq_2yrs,fico_range_low,inq_last_6mths,open_acc,pub_rec,revol_util,total_acc,acc_now_delinq,mort_acc,pub_rec_bankruptcies,default_flag,credit_age_years,lti,open_credit_ratio,pd_logit,credit_score_logit,risk_grade_logit,pd_xgb_test
9450.0,36,10.0,OWN,26316.0,major_purchase,27.91,0.0,660.0,0.0,12.0,1.0,0.848,25.0,0.0,0.0,0.0,0,24.999315537303218,0.3590971272229822,0.4799999808000007,0.5630488876655659,587.3227429580003,D,
2400.0,36,8.0,RENT,30000.0,credit_card,15.6,0.0,665.0,0.0,4.0,0.0,0.484,9.0,0.0,0.0,0.0,0,13.166324435318275,0.08,0.44444439506173394,0.3846829303929827,623.4859128865161,B,
17450.0,60,2.0,RENT,54600.0,debt_consolidation,10.22,1.0,680.0,1.0,9.0,0.0,0.626,21.0,0.0,0.0,0.0,1,21.166324435318277,0.31959706959706957,0.4285714081632663,0.7261689596053738,551.2364280407029,E,
15000.0,60,10.0,RENT,55000.0,credit_card,17.56,0.0,710.0,0.0,7.0,0.0,0.636,17.0,0.0,0.0,0.0,0,28.0,0.2727272727272727,0.4117646816609011,0.6304503265237753,573.2925398809169,E,0.4574277400970459
10000.0,36,10.0,MORTGAGE,100000.0,major_purchase,5.58,0.0,725.0,0.0,10.0,0.0,0.457,18.0,0.0,1.0,0.0,0,18.587268993839835,0.1,0.5555555246913597,0.2335280841755277,659.4247856712024,A,0.16870102286338806
10000.0,36,7.0,RENT,33000.0,credit_card,7.67,0.0,715.0,0.0,4.0,0.0,0.835,8.0,0.0,0.0,0.0,0,19.000684462696782,0.30303030303030304,0.4999999375000079,0.3708022851046619,626.4388271554433,B,0.27107977867126465
5000.0,36,10.0,MORTGAGE,75000.0,car,2.34,0.0,790.0,0.0,9.0,0.0,0.0,21.0,0.0,0.0,0.0,0,20.829568788501028,0.06666666666666667,0.4285714081632663,0.1745065038296319,677.7009686248161,A,
15000.0,36,10.0,RENT,74000.0,debt_consolidation,13.23,0.0,705.0,0.0,8.0,0.0,0.935,12.0,0.0,0.0,0.0,0,20.16700889801506,0.20270270270270271,0.6666666111111158,0.4617446120477174,607.6660597930637,C,
10075.0,36,10.0,RENT,95000.0,debt_consolidation,13.02,0.0,665.0,0.0,12.0,1.0,0.415,23.0,0.0,2.0,1.0,0,13.831622176591376,0.10605263157894737,0.5217391077504736,0.39745146806130394,620.8047689671725,B,
30000.0,36,10.0,MORTGAGE,75000.0,debt_consolidation,7.46,3.0,680.0,2.0,4.0,0.0,0.124,21.0,0.0,0.0,0.0,1,21.585215605749486,0.4,0.19047618140589612,0.4620725252367643,607.6000943004238,C,
5000.0,36,10.0,OWN,64000.0,small_business,36.32,0.0,700.0,0.0,11.0,0.0,0.501,29.0,0.0,2.0,0.0,0,15.419575633127995,0.078125,0.37931033174791956,0.48711088273258596,602.5783946840812,C,0.5198256373405457
12000.0,36,10.0,MORTGAGE,100000.0,debt_consolidation,12.74,3.0,690.0,0.0,8.0,0.0,0.29600000000000004,23.0,0.0,2.0,0.0,0,19.082819986310746,0.12,0.34782607183364905,0.31126794988776546,639.7099091073147,A,
2500.0,36,0.0,RENT,50000.0,vacation,16.23,0.0,670.0,0.0,25.0,0.0,0.71,39.0,0.0,0.0,0.0,0,11.249828884325805,0.05,0.6410256245890866,0.4766349264283718,604.6764206757853,C,0.4549684524536133
8000.0,36,4.0,RENT,52000.0,debt_consolidation,13.64,0.0,670.0,1.0,9.0,3.0,0.379,16.0,0.0,1.0,3.0,0,18.001368925393567,0.15384615384615385,0.5624999648437522,0.5550513588861856,588.9449107139781,D,0.5090349912643433
11000.0,36,-1.0,MORTGAGE,55000.0,debt_consolidation,22.95,0.0,745.0,0.0,11.0,0.0,0.373,27.0,0.0,3.0,0.0,0,31.83025325119781,0.2,0.4074073923182447,0.28728483687292095,645.430383166278,A,
2475.0,36,10.0,MORTGAGE,63600.0,car,7.13,0.0,750.0,1.0,11.0,0.0,0.278,36.0,0.0,0.0,0.0,0,23.249828884325805,0.03891509433962264,0.3055555470679015,0.24361044023747283,656.6493070559492,A,0.1891060173511505
10000.0,36,10.0,MORTGAGE,200000.0,debt_consolidation,18.88,0.0,700.0,1.0,16.0,1.0,0.856,46.0,0.0,0.0,1.0,0,41.24845995893224,0.05,0.34782607939508525,0.3060911083229858,640.9228937315095,A,0.3285680115222931
13600.0,36,10.0,MORTGAGE,65000.0,credit_card,12.57,0.0,730.0,0.0,15.0,0.0,0.41,26.0,0.0,2.0,0.0,0,22.083504449007528,0.20923076923076922,0.5769230547337286,0.2451625024761797,656.229061246353,A,0.12235166132450104
25000.0,60,-1.0,MORTGAGE,60000.0,debt_consolidation,31.86,0.0,700.0,0.0,15.0,0.0,0.449,38.0,0.0,2.0,0.0,0,14.08350444900753,0.4166666666666667,0.39473683171745183,0.6825246804271325,561.730069673964,E,
18000.0,36,2.0,MORTGAGE,75000.0,credit_card,20.99,0.0,690.0,0.0,10.0,1.0,0.6990000000000001,16.0,0.0,2.0,1.0,1,10.915811088295689,0.24,0.6249999609375024,0.3874847152488292,622.8948746653506,B,
7000.0,36,1.0,RENT,37000.0,debt_consolidation,28.28,0.0,745.0,1.0,20.0,0.0,0.033,49.0,0.0,0.0,0.0,0,11.249828884325805,0.1891891891891892,0.4081632569762601,0.4872362258557177,602.553309551529,C,0.39670664072036743
10000.0,36,10.0,RENT,37000.0,credit_card,19.46,0.0,695.0,1.0,14.0,0.0,0.723,17.0,0.0,0.0,0.0,1,17.752224503764545,0.2702702702702703,0.8235293633218022,0.5173799933291614,596.522600352186,D,
11450.0,36,1.0,RENT,92000.0,small_business,7.44,1.0,690.0,0.0,5.0,0.0,0.41600000000000004,12.0,1.0,0.0,0.0,0,22.001368925393567,0.12445652173913044,0.41666663194444736,0.40671534102976914,618.878039142795,B,0.560104489326477
35000.0,60,10.0,MORTGAGE,90000.0,credit_card,14.92,2.0,670.0,0.0,14.0,1.0,0.43799999999999994,25.0,0.0,5.0,0.0,0,20.334017796030118,0.3888888888888889,0.5599999776000009,0.6143822137329095,576.7114727735969,E,0.6559629440307617
35000.0,60,2.0,MORTGAGE,103000.0,debt_consolidation,16.99,0.0,680.0,2.0,25.0,0.0,0.73,45.0,0.0,2.0,0.0,1,15.16769336071184,0.33980582524271846,0.5555555432098769,0.7321246725021409,549.7285429642689,E,
12000.0,36,10.0,MORTGAGE,106440.0,debt_consolidation,14.89,0.0,670.0,1.0,10.0,2.0,0.718,29.0,0.0,7.0,0.0,0,26.420260095824776,0.11273957158962795,0.3448275743162905,0.3173349863947188,638.3023160337488,A,
